City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,Poum,-20.2333,164.0167,80.76,71,14,16.8,NC,2023-01-13 21:39:10
279,Nanortalik,60.1432,-45.2371,13.91,68,9,7.09,GL,2023-01-13 21:39:10
280,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-7.01,84,40,6.71,RU,2023-01-13 21:39:10
281,Lishui,28.4604,119.9103,62.91,99,87,0.47,CN,2023-01-13 21:39:11
282,Vawkavysk,53.1561,24.4513,39.88,91,100,13.29,BY,2023-01-13 21:39:11
283,Dawei,14.0833,98.2,66.65,91,1,3.24,MM,2023-01-13 21:39:12
284,Portland,45.5234,-122.6762,55.72,93,100,9.22,US,2023-01-13 21:37:48
285,Bozeman,45.6796,-111.0386,51.22,70,0,4.61,US,2023-01-13 21:38:31
286,Oktyabrskoye,43.0645,44.7417,6.94,92,4,0.0,RU,2023-01-13 21:39:13
287,Noumea,-22.2763,166.4572,82.0,99,57,10.51,NC,2023-01-13 21:36:41
288,Inta,66.0317,60.1659,17.73,94,100,15.73,RU,2023-01-13 21:39:13
289,Trat,12.5,102.5,71.6,93,88,0.83,TH,2023-01-13 21:39:14
290,Richards Bay,-28.783,32.0377,75.2,87,0,12.35,ZA,2023-01-13 21:39:14
291,Auki,-8.7676,160.7034,77.88,88,100,3.85,SB,2023-01-13 21:39:14
292,Dombarovskiy,50.7587,59.5386,-1.3,96,28,6.8,RU,2023-01-13 21:39:15
293,Uige,-7.6087,15.0613,63.3,97,89,2.3,AO,2023-01-13 21:39:15
294,Malakal,9.5334,31.6605,76.91,25,10,5.64,SS,2023-01-13 21:39:16
295,Malaryta,51.7905,24.074,40.75,92,100,11.92,BY,2023-01-13 21:39:16
296,Wanning,18.8003,110.3967,69.4,94,14,9.8,CN,2023-01-13 21:39:17
297,Faya,18.3851,42.4509,55.51,81,6,4.68,SA,2023-01-13 21:39:17
298,Shaunavon,49.6501,-108.4181,35.38,78,34,14.83,CA,2023-01-13 21:39:17
299,Kingaroy,-26.5333,151.8333,71.24,68,68,11.97,AU,2023-01-13 21:39:18
300,Mamontovo,52.7055,81.6244,3.52,91,100,18.81,RU,2023-01-13 21:39:18
301,Xiaolingwei,32.0333,118.85,49.98,83,100,16.6,CN,2023-01-13 21:39:18
302,Toamasina,-18.1667,49.3833,77.0,94,75,4.61,MG,2023-01-13 21:39:19
303,Kahului,20.8947,-156.47,81.97,56,20,5.01,US,2023-01-13 21:39:19
304,Abu Zabad,12.35,29.25,65.12,23,7,12.44,SD,2023-01-13 21:39:20
305,Scarborough,54.2797,-0.4044,43.34,81,77,8.01,GB,2023-01-13 21:39:20
306,Elko,41.0002,-115.5012,36.23,73,100,4.0,US,2023-01-13 21:39:20
307,Mineiros,-17.5694,-52.5511,70.75,88,73,8.34,BR,2023-01-13 21:39:21
308,General Pico,-35.6566,-63.7568,87.31,13,0,5.75,AR,2023-01-13 21:39:21
309,Berlevag,70.8578,29.0864,35.6,74,0,18.41,NO,2023-01-13 21:37:38
310,Goderich,43.7501,-81.7165,27.91,80,100,12.66,CA,2023-01-13 21:39:22
311,Santa Barbara,34.7333,-120.0343,59.34,59,100,8.05,US,2023-01-13 21:39:22
312,Poronaysk,49.2167,143.1167,-4.11,81,11,14.05,RU,2023-01-13 21:39:23
313,Vila Velha,-20.3297,-40.2925,80.55,84,40,18.41,BR,2023-01-13 21:39:23
314,Nurota,40.5614,65.6886,0.75,68,1,5.7,UZ,2023-01-13 21:39:23
315,Zyryanka,65.75,150.85,-28.43,98,100,8.93,RU,2023-01-13 21:39:24
316,Simao,22.7886,100.9748,46.44,64,0,0.54,CN,2023-01-13 21:39:24
317,Waverly,42.7392,-84.6208,28.54,72,100,10.36,US,2023-01-13 21:39:25
318,Nehe,48.4833,124.8333,-22.79,89,4,3.62,CN,2023-01-13 21:39:25
319,Zasheyek,67.4066,32.5499,27.95,95,100,8.23,RU,2023-01-13 21:39:25
320,Belyy Yar,53.6039,91.3903,10.29,72,0,15.66,RU,2023-01-13 21:39:26
321,Loandjili,-4.7561,11.8578,78.03,83,96,2.8,CG,2023-01-13 21:39:26
322,Salta,-24.7859,-65.4117,72.19,43,40,4.61,AR,2023-01-13 21:39:28
323,Benguela,-12.5763,13.4055,77.11,79,100,1.86,AO,2023-01-13 21:39:28
324,Oswego,43.4501,-76.1497,30.34,92,99,10.47,US,2023-01-13 21:39:28
325,Mogadishu,2.0371,45.3438,77.4,79,52,19.89,SO,2023-01-13 21:40:29
326,Sorong,-0.8833,131.25,78.4,84,81,5.44,ID,2023-01-13 21:40:29
327,Ponta Do Sol,32.6667,-17.1,63.23,73,3,6.78,PT,2023-01-13 21:40:30
328,Saint George,37.1041,-113.5841,58.42,40,0,1.99,US,2023-01-13 21:40:30
329,Haines Junction,60.7522,-137.5108,13.15,95,100,1.07,CA,2023-01-13 21:40:31
330,Chaihe,44.7667,129.7,-0.36,96,99,2.1,CN,2023-01-13 21:40:31
331,Bethel,41.3712,-73.414,49.55,79,100,6.91,US,2023-01-13 21:40:31
332,Port Moresby,-9.4431,147.1797,78.08,83,88,7.05,PG,2023-01-13 21:40:32
333,Shizunai,42.3339,142.3669,39.92,94,100,6.73,JP,2023-01-13 21:40:32
334,Krasnaya Gora,52.9995,31.6023,26.11,88,92,11.39,RU,2023-01-13 21:40:32
335,Yakovlevskoye,55.4419,37.9506,26.53,86,100,8.99,RU,2023-01-13 21:40:33
336,Tanete,-3.9443,119.7848,74.41,95,100,2.91,ID,2023-01-13 21:40:33
337,Thinadhoo,0.5333,72.9333,80.13,65,100,12.77,MV,2023-01-13 21:40:34
338,Swedru,5.5371,-0.6998,76.69,88,26,3.51,GH,2023-01-13 21:40:34
339,Tingi,-11.3,35.0333,62.62,95,100,1.79,TZ,2023-01-13 21:40:35
340,Margate,51.3813,1.3862,43.11,79,99,3.0,GB,2023-01-13 21:37:44
341,Basirpur,30.5832,73.829,43.36,57,0,7.07,PK,2023-01-13 21:40:35
342,Agadez,19.75,10.25,58.98,26,54,6.31,NE,2023-01-13 21:40:35
343,San Quintin,30.4833,-115.95,66.11,50,100,11.54,MX,2023-01-13 21:40:36
344,Trecate,45.4348,8.7368,44.82,77,0,4.05,IT,2023-01-13 21:40:36
345,Kalang,5.9197,121.3631,78.03,86,100,12.59,PH,2023-01-13 21:40:37
346,Murud,18.3258,72.965,64.94,81,3,6.73,IN,2023-01-13 21:40:37
347,Thies,14.8342,-17.1061,74.7,32,20,10.22,SN,2023-01-13 21:40:37
348,Padang,-0.9492,100.3543,73.45,85,100,4.32,ID,2023-01-13 21:40:38
349,Nogales,31.3086,-110.9422,74.77,12,0,5.75,MX,2023-01-13 21:35:52
350,Waspan,14.7419,-83.9717,79.43,70,58,8.39,NI,2023-01-13 21:40:38
351,Wembley,-31.9333,115.8,59.68,67,0,18.41,AU,2023-01-13 21:40:39
352,Huntsville,34.7304,-86.5861,37.92,84,100,14.97,US,2023-01-13 21:37:36
353,Calbuco,-41.768,-73.1273,61.81,72,55,8.86,CL,2023-01-13 21:40:40
354,Airai,-8.9266,125.4092,61.02,90,100,1.3,TL,2023-01-13 21:40:40
355,Jibuti,11.5,42.5,68.2,72,100,15.03,DJ,2023-01-13 21:40:40
356,Maurawan,26.4333,80.8833,55.44,73,1,4.45,IN,2023-01-13 21:40:41
357,Polson,47.6936,-114.1632,38.77,70,98,2.21,US,2023-01-13 21:40:41
358,Sao Goncalo Do Amarante,-3.6072,-38.9683,81.12,75,14,9.86,BR,2023-01-13 21:40:41
359,Krasnoborsk,61.5598,45.934,24.91,89,92,11.14,RU,2023-01-13 21:40:42
360,Benjamin Hill,30.1667,-111.1,77.25,13,51,4.85,MX,2023-01-13 21:40:42
361,Roma,43.2128,-75.4557,30.96,88,100,10.36,US,2023-01-13 21:40:43
362,Potosi,-19.5836,-65.7531,61.56,15,51,15.46,BO,2023-01-13 21:40:43
363,San Cristobal,7.7669,-72.225,77.18,60,36,2.8,VE,2023-01-13 21:38:40
364,Gizo,-8.103,156.8419,80.04,79,100,3.94,SB,2023-01-13 21:40:44
365,Pacific Grove,36.6177,-121.9166,60.42,88,94,15.01,US,2023-01-13 21:40:26
366,Cochrane,51.1834,-114.4687,52.07,75,0,4.61,CA,2023-01-13 21:36:12
367,Sungaipenuh,-2.0833,101.3833,63.16,97,99,0.76,ID,2023-01-13 21:40:44
368,Tessalit,20.1986,1.0114,66.56,19,99,9.08,ML,2023-01-13 21:40:45
369,Bambanglipuro,-7.95,110.2833,74.66,87,98,3.49,ID,2023-01-13 21:40:45
370,Kirkwall,58.9848,-2.9587,35.65,93,88,3.44,GB,2023-01-13 21:40:46
371,Rocha,-34.4833,-54.3333,72.64,49,100,7.65,UY,2023-01-13 21:41:46
372,Becerril,9.7041,-73.2793,87.01,53,59,3.8,CO,2023-01-13 21:41:46
373,Urdoma,61.7533,48.5442,22.46,91,100,10.8,RU,2023-01-13 21:41:48
374,Luderitz,-26.6481,15.1594,66.2,65,12,18.28,NA,2023-01-13 21:41:48
375,Aden,12.7794,45.0367,76.84,70,61,17.85,YE,2023-01-13 21:41:49
376,Pitimbu,-7.4706,-34.8086,81.19,73,16,11.92,BR,2023-01-13 21:40:41
377,Mirnyy,62.5353,113.9611,-45.27,100,100,2.15,RU,2023-01-13 21:41:49
378,Madoc,44.5084,-77.4745,25.52,59,93,12.53,CA,2023-01-13 21:41:50
379,Ancud,-41.8697,-73.8203,57.36,75,62,8.93,CL,2023-01-13 21:41:50
380,Te Anau,-45.4167,167.7167,62.92,60,38,1.1,NZ,2023-01-13 21:41:50
381,Batticaloa,7.7102,81.6924,75.49,77,100,5.95,LK,2023-01-13 21:41:51
382,Carlyle,38.6103,-89.3726,32.22,81,100,5.01,US,2023-01-13 21:41:51
383,Kamenka,51.3223,42.7678,11.1,93,38,9.62,RU,2023-01-13 21:41:52
384,Murayama,38.5193,140.3346,42.44,95,98,2.24,JP,2023-01-13 21:41:52
385,Meghri,38.9029,46.2446,27.52,72,17,3.71,AM,2023-01-13 21:41:52
386,Kingston,17.997,-76.7936,83.35,72,20,10.36,JM,2023-01-13 21:38:58
387,Port Hedland,-20.3167,118.5667,77.05,94,40,4.61,AU,2023-01-13 21:41:53
388,Nakskov,54.8373,11.1284,45.14,84,98,31.36,DK,2023-01-13 21:41:53
389,Roros,62.5747,11.3842,21.04,93,100,0.0,NO,2023-01-13 21:41:54
390,Dzhida,50.6772,106.1806,-31.4,99,37,3.67,RU,2023-01-13 21:41:54
391,Trincomalee,8.5711,81.2335,76.42,74,100,8.39,LK,2023-01-13 21:41:55
392,Umm Lajj,25.0213,37.2685,66.4,55,37,8.61,SA,2023-01-13 21:41:55
393,Pangnirtung,66.1451,-65.7125,-20.2,76,20,10.36,CA,2023-01-13 21:41:55
394,Boca Do Acre,-8.7522,-67.3978,80.69,70,76,5.14,BR,2023-01-13 21:41:56
395,Xining,36.6167,101.7667,6.62,76,100,2.48,CN,2023-01-13 21:41:56
396,Fairbanks,64.8378,-147.7164,1.6,80,20,0.0,US,2023-01-13 21:40:00
397,Pocatello,42.8713,-112.4455,40.91,66,0,14.0,US,2023-01-13 21:40:00
398,Kaputa,-8.4689,29.6619,66.09,91,85,4.29,ZM,2023-01-13 21:41:57
399,Lata,40.1629,-8.3327,50.07,92,97,2.95,PT,2023-01-13 21:41:57
400,Knysna,-34.0363,23.0471,67.48,81,56,2.06,ZA,2023-01-13 21:41:57
401,Sistranda,63.7256,8.834,30.16,85,100,13.56,NO,2023-01-13 21:39:13
402,Gainesville,29.6516,-82.3248,56.75,68,100,11.5,US,2023-01-13 21:41:29
403,Lerwick,60.1545,-1.1494,37.4,77,90,10.92,GB,2023-01-13 21:41:58
404,Itororo,-15.1169,-40.0703,71.94,94,9,4.38,BR,2023-01-13 21:41:59
405,Tromso,69.6496,18.957,35.62,80,75,14.97,NO,2023-01-13 21:41:59
406,Havelock,34.8791,-76.9013,55.36,77,100,5.01,US,2023-01-13 21:42:00
407,Kaseda,31.4167,130.3167,66.83,96,100,16.55,JP,2023-01-13 21:42:00
408,Sokolo,14.7328,-6.1219,74.68,13,27,9.78,ML,2023-01-13 21:42:01
409,Mokhsogollokh,61.4681,128.9203,-57.64,100,86,2.44,RU,2023-01-13 21:42:01
410,Damaturu,11.747,11.9608,63.72,21,5,9.89,NG,2023-01-13 21:42:02
411,Nuuk,64.1835,-51.7216,20.01,58,75,20.71,GL,2023-01-13 21:42:02
412,Bria,6.5423,21.9863,72.82,29,51,4.61,CF,2023-01-13 21:42:03
413,Cap Malheureux,-19.9842,57.6142,77.47,70,69,3.0,MU,2023-01-13 21:42:03
414,Kiama,-34.6833,150.8667,73.45,86,96,1.99,AU,2023-01-13 21:42:04
415,Luau,-10.7073,22.2247,62.2,97,99,2.01,AO,2023-01-13 21:40:15
416,Port Pirie,-33.1833,138.0167,90.19,22,19,6.24,AU,2023-01-13 21:42:04
417,Buraydah,26.326,43.975,55.85,63,87,13.2,SA,2023-01-13 21:43:05
418,Stephenville Crossing,48.5,-58.4318,30.33,93,100,21.85,CA,2023-01-13 21:43:05
419,Marsaxlokk,35.8419,14.5431,58.08,82,20,6.91,MT,2023-01-13 21:43:06
420,Gweta,-20.1833,25.2333,77.74,50,72,4.68,BW,2023-01-13 21:43:06
421,Teahupoo,-17.8333,-149.2667,76.96,82,100,21.83,PF,2023-01-13 21:43:07
422,Puqi,29.7167,113.8833,47.84,74,100,12.86,CN,2023-01-13 21:43:07
423,Orotina,9.912,-84.5234,84.96,63,100,1.19,CR,2023-01-13 21:40:30
424,Saint Anthony,45.0205,-93.218,22.66,86,100,4.61,US,2023-01-13 21:43:08
425,Plainfield,40.6168,-74.4173,45.05,72,0,10.36,US,2023-01-13 21:43:08
426,Luangwa,-15.6167,30.4167,73.17,87,99,0.13,ZM,2023-01-13 21:43:09
427,Eyl,7.9803,49.8164,74.57,74,75,17.16,SO,2023-01-13 21:43:09
428,Kayerkan,69.3497,87.7602,-39.28,88,16,5.32,RU,2023-01-13 21:43:10
429,Kysyl-Syr,63.8986,122.7617,-71.16,100,81,1.61,RU,2023-01-13 21:43:10
430,Huarmey,-10.0681,-78.1522,72.9,73,59,10.38,PE,2023-01-13 21:43:11
431,Puerto Penasco,31.3167,-113.5333,66.56,39,77,7.05,MX,2023-01-13 21:43:11
432,Liwale,-9.7667,37.9333,68.31,97,87,0.81,TZ,2023-01-13 21:43:12
433,Coquimbo,-29.9533,-71.3436,67.73,68,20,12.66,CL,2023-01-13 21:43:12
434,Kaduqli,11.0167,29.7167,72.52,20,8,12.53,SD,2023-01-13 21:43:13
435,Shimanovsk,52.0,127.7,-20.24,75,0,9.19,RU,2023-01-13 21:43:13
436,Ayia Galini,35.1,24.6833,52.39,84,19,10.11,GR,2023-01-13 21:43:14
437,Lufilufi,-13.8745,-171.5986,85.78,72,85,12.24,WS,2023-01-13 21:43:14
438,Znamenskoye,57.1281,73.8282,8.64,95,100,8.28,RU,2023-01-13 21:43:14
439,Puerto Barrios,15.7167,-88.6,79.56,65,27,4.07,GT,2023-01-13 21:43:15
440,Olga,43.7444,135.2892,13.96,55,100,12.08,RU,2023-01-13 21:43:15
441,Qasigiannguit,68.8193,-51.1922,7.05,75,99,8.61,GL,2023-01-13 21:43:16
442,Challapata,-18.9,-66.7667,65.68,8,0,22.03,BO,2023-01-13 21:43:16
443,Cabedelo,-6.9811,-34.8339,81.27,71,6,13.09,BR,2023-01-13 21:43:17
444,Bhilwara,25.35,74.6333,50.36,38,0,7.11,IN,2023-01-13 21:43:17
445,Amazar,53.858,120.875,-34.47,97,16,2.24,RU,2023-01-13 21:43:18
446,Black River,18.0264,-77.8487,79.5,68,10,5.59,JM,2023-01-13 21:43:19
447,Redding,40.5865,-122.3917,51.57,93,100,14.97,US,2023-01-13 21:43:19
448,Tura,25.5198,90.2201,56.35,45,0,2.48,IN,2023-01-13 21:43:20
449,Meulaboh,4.1363,96.1285,75.04,90,72,3.67,ID,2023-01-13 21:43:20
450,Betioky,-23.7167,44.3833,77.77,67,9,10.02,MG,2023-01-13 21:43:21
451,Freetown,8.484,-13.2299,82.11,78,20,6.91,SL,2023-01-13 21:43:21
452,Vila Franca Do Campo,37.7167,-25.4333,63.01,89,100,14.58,PT,2023-01-13 21:43:22
453,Kroya,-7.6331,109.2461,75.63,86,94,4.03,ID,2023-01-13 21:43:22
454,Bahia Blanca,-38.7196,-62.2724,77.27,34,0,13.51,AR,2023-01-13 21:40:09
455,Bud,39.447,-86.1758,32.99,85,100,13.42,US,2023-01-13 21:43:23
456,Plouzane,48.3833,-4.6167,50.18,93,100,13.8,FR,2023-01-13 21:43:24
457,Narsaq,60.9167,-46.05,8.82,77,7,8.08,GL,2023-01-13 21:43:24
458,San Francisco,37.7749,-122.4194,59.38,91,100,16.11,US,2023-01-13 21:42:18
459,Voyvozh,62.892,54.9635,20.93,93,100,11.99,RU,2023-01-13 21:43:25
460,Aykhal,66.0,111.5,-47.15,100,100,3.31,RU,2023-01-13 21:43:26
461,Kununurra,-15.7667,128.7333,76.98,94,100,1.14,AU,2023-01-13 21:43:26
462,Qinhuangdao,39.9317,119.5883,18.88,24,100,17.69,CN,2023-01-13 21:43:27
463,Wadi Maliz,36.4681,8.5495,47.86,89,86,6.17,TN,2023-01-13 21:44:27
464,Talara,-4.5772,-81.2719,83.16,54,0,11.5,PE,2023-01-13 21:44:28
465,Omsukchan,62.5333,155.8,-23.39,94,100,6.8,RU,2023-01-13 21:44:28
466,Pontes E Lacerda,-15.2261,-59.3353,78.64,80,83,6.96,BR,2023-01-13 21:44:29
467,Snyder,32.7179,-100.9176,61.32,18,0,10.36,US,2023-01-13 21:44:29
468,Komsomolsk,49.0097,33.6455,25.75,94,84,5.46,UA,2023-01-13 21:44:30
469,Yorosso,12.3536,-4.7761,72.93,16,1,7.99,ML,2023-01-13 21:44:31
470,Saint-Augustin,51.226,-58.6502,20.52,97,100,2.75,CA,2023-01-13 21:44:31
471,Alice Town,25.7167,-79.3,75.07,71,2,27.4,BS,2023-01-13 21:44:32
472,Shyroke,47.6917,33.2571,26.56,94,89,5.61,UA,2023-01-13 21:44:32
473,Providencia,28.7167,-111.5833,84.42,25,27,8.01,MX,2023-01-13 21:44:33
474,Palembang,-2.9167,104.7458,75.29,100,91,0.0,ID,2023-01-13 21:44:33
475,Aberystwyth,52.4155,-4.0829,47.89,89,100,19.75,GB,2023-01-13 21:43:39
476,Hirara,24.8,125.2833,71.87,88,75,11.5,JP,2023-01-13 21:44:34
477,Kathu,7.9178,98.3332,75.02,80,88,8.66,TH,2023-01-13 21:44:34
478,Puerto Escondido,15.85,-97.0667,83.64,57,7,6.22,MX,2023-01-13 21:44:35
479,Koraput,18.8167,82.7167,57.11,40,6,2.06,IN,2023-01-13 21:44:35
480,Flinders,-34.5833,150.8552,73.26,85,94,5.99,AU,2023-01-13 21:44:36
481,Marshall,34.3834,-86.3333,40.32,72,100,13.8,US,2023-01-13 21:41:24
482,Khandbari,27.3747,87.2039,47.3,55,3,3.51,NP,2023-01-13 21:44:36
483,Alice Springs,-23.7,133.8833,71.15,83,0,1.14,AU,2023-01-13 21:44:37
484,Algeciras,36.1333,-5.4505,58.68,72,2,6.91,ES,2023-01-13 21:41:58
485,Ilorin,8.5,4.55,81.95,16,58,5.88,NG,2023-01-13 21:44:38
486,Chilca,-12.5211,-76.7372,68.11,84,100,4.03,PE,2023-01-13 21:44:38
487,Kijang,35.2442,129.2139,55.13,91,100,10.96,KR,2023-01-13 21:44:38
488,Shingu,33.7333,135.9833,62.71,96,100,14.92,JP,2023-01-13 21:41:05
489,Kaya,13.0917,-1.0844,70.25,16,0,9.66,BF,2023-01-13 21:44:39
490,Saldanha,-33.0117,17.9442,66.25,89,7,16.71,ZA,2023-01-13 21:44:40
491,Abha,18.2164,42.5053,55.22,62,0,0.0,SA,2023-01-13 21:44:40
492,Panguna,-6.3164,155.4848,74.43,81,86,2.24,PG,2023-01-13 21:44:41
493,Warrnambool,-38.3833,142.4833,67.75,79,0,8.72,AU,2023-01-13 21:39:51
494,Miltenberg,49.7039,9.2644,48.09,80,61,7.0,DE,2023-01-13 21:44:41
495,Peniche,39.3558,-9.3811,53.46,93,100,7.14,PT,2023-01-13 21:41:37
496,Arman,59.7,150.1667,-10.82,95,100,9.64,RU,2023-01-13 21:44:42
497,Vrangel,42.7297,133.0839,17.33,43,96,20.49,RU,2023-01-13 21:44:42
498,Hambantota,6.1241,81.1185,71.94,100,0,3.44,LK,2023-01-13 21:44:43
499,Greensburg,40.3015,-79.5389,32.11,88,100,10.36,US,2023-01-13 21:41:38
500,Garissa,-0.4536,39.6401,77.72,63,2,12.68,KE,2023-01-13 21:44:43
501,Kisesa,-3.0833,34.15,61.32,88,55,4.76,TZ,2023-01-13 21:44:44
502,Beringovskiy,63.05,179.3167,-7.02,97,100,15.77,RU,2023-01-13 21:44:44
503,Jalu,29.0331,21.5482,55.98,77,20,9.06,LY,2023-01-13 21:44:45
504,Moletai,55.2333,25.4167,36.64,97,100,11.18,LT,2023-01-13 21:44:45
505,Lahat,-3.8,103.5333,71.74,97,87,1.63,ID,2023-01-13 21:43:52
506,Finnsnes,69.2296,17.9811,25.75,96,64,4.03,NO,2023-01-13 21:44:46
507,Pagudpud,18.5616,120.7868,73.92,78,95,1.81,PH,2023-01-13 21:44:46
508,Naze,28.3667,129.4833,68.92,82,100,16.6,JP,2023-01-13 21:44:46
509,Katy,29.7858,-95.8244,63.75,27,0,11.5,US,2023-01-13 21:44:02
510,Bodden Town,19.2833,-81.25,82.4,63,20,6.91,KY,2023-01-13 21:44:47
511,Mattru,7.6244,-11.8332,74.73,83,77,3.24,SL,2023-01-13 21:45:47
512,Dhidhdhoo,6.8833,73.1,78.98,65,12,6.17,MV,2023-01-13 21:45:48
513,Russell,32.3502,-85.1999,44.2,61,100,16.11,US,2023-01-13 21:45:48
514,Yetkul,54.8221,61.588,6.96,76,43,8.97,RU,2023-01-13 21:45:49
515,Mnogovershinnyy,53.9353,139.9242,-31.88,90,13,5.1,RU,2023-01-13 21:45:49
516,Minna,9.6139,6.5569,80.76,15,82,10.74,NG,2023-01-13 21:45:50
517,Nouakchott,18.0858,-15.9785,71.53,26,66,9.44,MR,2023-01-13 21:45:50
518,Koslan,63.4564,48.8989,23.7,93,100,10.4,RU,2023-01-13 21:45:50
519,Vancouver,49.2497,-123.1193,52.75,96,75,10.36,CA,2023-01-13 21:42:04
520,Mercedes,-34.6515,-59.4307,83.86,12,1,12.93,AR,2023-01-13 21:43:03
521,Puerto Maldonado,-12.6,-69.1833,88.2,58,20,8.05,PE,2023-01-13 21:45:51
522,Yeppoon,-23.1333,150.7333,69.58,79,100,16.78,AU,2023-01-13 21:45:52
523,Saryagash,41.4511,69.1701,-0.44,87,5,3.53,KZ,2023-01-13 21:45:52
524,Twentynine Palms,34.1356,-116.0542,66.25,32,100,3.0,US,2023-01-13 21:45:53
525,Mabaruma,8.2,-59.7833,72.14,98,23,3.36,GY,2023-01-13 21:45:53
526,Tooele,40.5308,-112.2983,47.86,71,100,6.8,US,2023-01-13 21:41:38
527,Mersing,2.4312,103.8405,75.11,94,40,3.44,MY,2023-01-13 21:45:53
528,Lazaro Cardenas,17.9583,-102.2,83.08,61,0,8.88,MX,2023-01-13 21:45:54
529,Los Llanos De Aridane,28.6585,-17.9182,62.35,73,75,11.5,ES,2023-01-13 21:45:54
530,San Rafael,-34.6177,-68.3301,87.24,19,3,13.89,AR,2023-01-13 21:45:55
531,Madang,-5.2246,145.7966,78.22,87,92,4.12,PG,2023-01-13 21:45:55
532,Ballina,-28.8667,153.5667,72.01,89,88,9.24,AU,2023-01-13 21:45:55
533,Rawson,-43.3002,-65.1023,79.54,31,0,16.96,AR,2023-01-13 21:45:56
534,Litovko,49.2361,135.1742,-11.33,86,70,7.02,RU,2023-01-13 21:45:56
535,Ekibastuz,51.6667,75.3667,2.97,77,25,18.97,KZ,2023-01-13 21:45:57
536,Chipinge,-20.1883,32.6236,63.18,83,20,3.98,ZW,2023-01-13 21:45:57
537,Sept-Iles,50.2001,-66.3821,23.0,92,100,13.8,CA,2023-01-13 21:45:52
538,Maindargi,17.4667,76.3,68.9,29,31,5.64,IN,2023-01-13 21:45:58
539,Choix,26.7092,-108.3219,90.54,10,5,7.25,MX,2023-01-13 21:45:58
540,San Pedro,14.35,121.0167,76.23,84,75,4.61,PH,2023-01-13 21:45:59
541,Yumen,40.2833,97.2,4.59,47,52,2.15,CN,2023-01-13 21:45:59
542,Marathon,44.9,-89.7668,22.66,82,100,6.91,US,2023-01-13 21:46:00
543,Howard Springs,-12.497,131.047,82.31,82,100,3.4,AU,2023-01-13 21:46:00
544,Wilmington,34.2257,-77.9447,57.94,60,100,5.01,US,2023-01-13 21:41:32
545,Usatove,46.533,30.6596,33.62,77,89,5.35,UA,2023-01-13 21:46:01
546,Panaba,21.2833,-88.2667,73.49,55,92,16.02,MX,2023-01-13 21:46:01
547,Grand Gaube,-20.0064,57.6608,77.4,70,73,3.0,MU,2023-01-13 21:46:02
548,Fort Nelson,58.8053,-122.7002,8.94,90,100,4.61,CA,2023-01-13 21:45:28
549,Manggar,-2.8833,108.2667,77.2,86,82,4.97,ID,2023-01-13 21:46:03
550,Vuktyl,63.8567,57.3094,20.7,95,100,11.39,RU,2023-01-13 21:46:03
551,El Dorado,38.7666,-120.5177,42.42,92,100,1.99,US,2023-01-13 21:45:34
552,Terrace Bay,48.7834,-87.1,7.38,77,6,1.61,CA,2023-01-13 21:46:04
553,Benjamin Constant,-4.3831,-70.0311,84.33,69,0,4.61,BR,2023-01-13 21:46:04
554,Kathmandu,27.7167,85.3167,43.02,87,20,0.0,NP,2023-01-13 21:46:05
555,Little Current,45.9793,-81.9248,18.46,64,41,3.0,CA,2023-01-13 21:44:14
556,Susanville,40.4163,-120.653,46.24,76,75,8.01,US,2023-01-13 21:45:53
